STATE,CITY,POP
Wisconsin,Racine County,195846
Wisconsin,Richland County,17090
Wisconsin,Rock County,164060
Wisconsin,Rusk County,14186
Wisconsin,St. Croix County,96017
Wisconsin,Sauk County,65777
Wisconsin,Sawyer County,18559
Wisconsin,Shawano County,40886
Wisconsin,Sheboygan County,117841
Wisconsin,Taylor County,19975
Wisconsin,Trempealeau County,30899
Wisconsin,Vernon County,31060
Wisconsin,Vilas County,23763
Wisconsin,Walworth County,105380
Wisconsin,Washburn County,16911
Wisconsin,Washington County,137688
Wisconsin,Waukesha County,410434
Wisconsin,Waupaca County,51488
Wisconsin,Waushara County,24999
Wisconsin,Winnebago County,170718
Wisconsin,Wood County,73993
Wyoming,Wyoming,581381
Wyoming,Albany County,38031
Wyoming,Big Horn County,11855
Wyoming,Campbell County,47058
Wyoming,Carbon County,14542
Wyoming,Converse County,13786
Wyoming,Crook County,7448
Wyoming,Fremont County,39472
Wyoming,Goshen County,12562
Wyoming,Hot Springs County,4588
Wyoming,Johnson County,8730
Wyoming,Laramie County,100723
Wyoming,Lincoln County,20660
Wyoming,Natrona County,79601
Wyoming,Niobrara County,2380
Wyoming,Park County,30518
Wyoming,Platte County,8645
Wyoming,Sheridan County,32096
Wyoming,Sublette County,8763
Wyoming,Sweetwater County,41345
Wyoming,Teton County,23287
Wyoming,Uinta County,20712
Wyoming,Washakie County,7719
Wyoming,Weston County,6860
